-0.0084203,0.1501219,4.5358995
0.1904756,0.1470988,4.2795752
0.3887025,0.1277254,4.0014387
0.5861950,0.1014066,3.9866581
0.7850446,0.0968099,2.9717667
0.9842264,0.1009542,2.2415652
1.1833447,0.1002395,2.4787875
1.3825141,0.0996375,2.6921064
1.5816615,0.1000709,2.8868688
1.7808002,0.1002753,2.9663918
1.9799835,0.0995604,2.7372902
2.1791183,0.1006940,2.4910367
2.3783025,0.1009662,2.4726405
2.5764187,0.0839833,2.4541063
2.7735089,0.0544058,2.6697388
2.9708485,0.0269042,2.8663341
3.1687113,0.0057374,3.0476191
3.3669871,-0.0109114,3.1057820
3.5653276,-0.0279607,2.8856029
3.7629491,-0.0503589,2.6508374
3.9595609,-0.0835257,2.4549922
4.1527601,-0.1321166,2.3280781
4.3411643,-0.1997403,2.2221050
4.5194630,-0.2872154,2.2056948
4.6873919,-0.3965432,2.1891616
4.8402042,-0.5248980,2.1787873
4.9796862,-0.6615685,2.4230212
5.1163987,-0.8048846,2.6416214
5.2469113,-0.9550505,2.8354796
5.3663113,-1.1129829,2.8006112
5.4754952,-1.2826851,2.7799287
5.5699326,-1.4579092,2.7590912
5.6512289,-1.6408959,2.7670099
5.7183583,-1.8280615,2.7969545
5.7726927,-2.0203052,2.8569672
5.8145178,-2.2145855,2.9459591
5.8451343,-2.4113934,3.0548748
5.8650832,-2.6098842,3.1525407
5.8747617,-2.8081638,3.2376577
5.8746167,-3.0078531,3.2505919
5.8647620,-3.2067349,3.1330782
5.8450105,-3.4040918,2.9862828
5.8144937,-3.6009031,2.8009064
5.7723461,-3.7945145,2.6678244
5.7160558,-3.9853587,2.6481225
5.6448550,-4.1687797,2.6282730
5.5580095,-4.3472935,2.6318317
5.4573556,-4.5218125,2.7861991
5.3467443,-4.6894414,2.9611844
5.2278187,-4.8489136,2.8456532
5.0946932,-5.0056706,2.7003494
4.9555880,-5.1472243,2.6657446
4.8085957,-5.2755873,2.6424433
4.6546218,-5.4009491,2.3879953
4.5016532,-5.5250869,2.1074563
4.3406298,-5.6406941,2.0036900
4.1655502,-5.7345851,1.9888928
3.9775794,-5.8013341,1.9739847
3.7815211,-5.8396614,2.0098898
3.5823226,-5.8501194,2.0583635
3.3837551,-5.8346564,2.1195924
3.1879616,-5.7965245,2.2505241
2.9979184,-5.7406684,2.4511401
2.8130794,-5.6694912,2.4786863
2.6331650,-5.5820427,2.3668508
2.4640771,-5.4786277,2.2973454
2.3064480,-5.3573768,2.2803795
2.1631605,-5.2181832,2.2632865
2.0370146,-5.0638987,2.2560779
1.9270169,-4.8981764,2.3908291
1.8301626,-4.7236620,2.6070241
1.7436668,-4.5442188,2.8088936
1.6633489,-4.3615310,2.9944720
1.5853329,-4.1785265,3.1666635
1.5054282,-3.9962653,3.3275829
1.4210508,-3.8161284,3.4788288
1.3306599,-3.6386056,3.4519161
1.2335958,-3.4646925,3.2727777
1.1288827,-3.2949157,3.0890310
1.0160889,-3.1307419,2.9072130
0.8943829,-2.9734774,2.7647345
0.7615038,-2.8234564,2.6239859
0.6183834,-2.6841363,2.4748953
0.4663071,-2.5581827,2.3439214
0.3029551,-2.4448172,2.1763627
0.1322029,-2.3484063,1.8710910
-0.0510247,-2.2732156,1.5880470
-0.2482463,-2.2301018,1.4075883
-0.4470432,-2.2329701,1.3935033
-0.6406873,-2.2886981,1.3802582
-0.8075590,-2.3952545,1.3700651
-0.9358960,-2.5467500,1.3597955
-1.0253408,-2.7235936,1.7367339
-1.0822683,-2.9115648,1.9040737
-1.1106534,-3.1087979,1.9362374
-1.1134538,-3.3070416,2.1486083
-1.1003989,-3.5021391,2.3963275
-1.0699702,-3.6996590,2.4115591
-1.0184516,-3.8954697,2.3937497
-0.9495409,-4.0817582,2.3758069
-0.8685266,-4.2649615,2.5990333
-0.7839608,-4.4451392,2.4667340
-0.7030197,-4.6270748,2.1949948
-0.6349160,-4.8147084,1.8894096
-0.5898979,-5.0087498,1.7746432
-0.5787906,-5.2108763,1.6824981
-0.6086617,-5.4076652,1.5928366
-0.6772519,-5.5897488,1.5753304
-0.7791399,-5.7577548,1.4867212
-0.9160686,-5.8999132,1.4757417
-1.0842210,-6.0024649,1.4646800
-1.2757864,-6.0669447,1.7824253
-1.4730290,-6.0960689,1.8360340
-1.6734941,-6.1032654,2.1249684
-1.8723355,-6.0996783,2.3754721
-2.0725801,-6.0944548,2.5987318
-2.2711562,-6.0913799,2.8013140
-2.4695513,-6.0918627,2.9874697
-2.6692199,-6.0959231,3.1601417
-2.8679384,-6.1031005,3.3214698
-3.0664702,-6.1121038,3.4730694
-3.2653176,-6.1210045,3.6161963
-3.4639938,-6.1293620,3.7518511
-3.6632636,-6.1374892,3.8808465
-3.8618556,-6.1458150,4.0038541
-4.0607542,-6.1547920,4.0408243
-4.2600395,-6.1648097,3.8614439
-4.4584609,-6.1761626,3.6761524
-4.6571867,-6.1892314,3.4839627
-4.8560824,-6.2040748,3.2836177
-5.0542118,-6.2201525,3.0734748
-5.2528455,-6.2357965,2.8513167
-5.4517146,-6.2480692,2.6140268
-5.6501779,-6.2526451,2.3569788
-5.8495734,-6.2424633,2.2008733
-6.0463949,-6.2114530,2.0529140
-6.2402467,-6.1558489,1.9630701
-6.4200690,-6.0768361,1.9485728
-6.5925451,-5.9674974,1.9339669
-6.7401949,-5.8398276,2.0145359
-6.8727246,-5.6996631,1.7720957
-6.9939025,-5.5385317,1.6850580
-7.0804512,-5.3595687,1.6266184
-7.1273444,-5.1628411,1.6135838
-7.1286321,-4.9636029,1.6016675
-7.0858885,-4.7694159,1.5896619
-7.0106295,-4.5864207,1.8806379
-6.9089614,-4.4210383,1.8665412
-6.7794049,-4.2699302,1.9213543
-6.6264595,-4.1373392,2.0296359
-6.4631457,-4.0275005,2.1571709
-6.2878523,-3.9304060,2.4038934
-6.1092027,-3.8408272,2.4082376
-5.9316793,-3.7482109,2.1300305
-5.7620064,-3.6423973,1.8146711
-5.6079397,-3.5150780,1.7909706
-5.4768697,-3.3579970,1.7777443
-5.3824018,-3.1857182,1.7644189
-5.3094744,-3.0114375,2.0643389
-5.2368206,-2.8296547,2.3222113
-5.1736610,-2.6375696,2.5508707
-5.1215396,-2.4414021,2.7576395
-5.0786714,-2.2493842,2.9471709
-5.0380793,-2.0522250,3.1226445
-4.9967856,-1.8570869,3.1611443
-4.9498779,-1.6619817,2.9442401
-4.8949000,-1.4716289,2.7711927
-4.8268667,-1.2810782,2.5886045
-4.7462004,-1.0987402,2.4257368
-4.6534981,-0.9264040,2.2247651
-4.5456725,-0.7587879,2.1421573
-4.4202675,-0.6064064,2.1263375
-4.2749833,-0.4707097,2.1103991
-4.1129993,-0.3536162,2.1692684
-3.9398445,-0.2558037,2.2782550
-3.7582517,-0.1749522,2.4376882
-3.5701991,-0.1089613,2.4012747
-3.3779517,-0.0559113,2.4854054
-3.1840304,-0.0134799,2.5727807
-2.9877526,0.0233643,2.8464668
-2.7912954,0.0571731,2.886565
-2.5941662,0.0873134,3.0610007
-2.3965452,0.1123066,3.1047802
-2.1982940,0.1309570,3.3410136
-1.9995411,0.1430258,3.5503957
-1.8006023,0.1488916,3.9598830
-1.6014460,0.1500845,4.0793744
-1.4023146,0.1500098,4.1937538
-1.2032323,0.1500380,4.3034537
-1.0040952,0.1500163,4.4000000
-0.8049948,0.1500605,4.4000000
-0.6058391,0.1501125,4.4000000
-0.4067577,0.1500407,4.4000000
-0.2076620,0.1500582,4.4000000
-0.0084203,0.1501219,4.5358995
